Age,Income,Education_Years,Experience_Years,Spending_Score,Savings,Credit_Score,Debt,Hours_Online,Purchases_Month,Website_Visits,Time_On_App,Social_Media_Usage,Product_Returns,Customer_Tenure,Satisfaction_Score,Complaints,Support_Call_Count,Ad_Clicks,Email_Open_Rate,Discount_Usage,Mobile_App_Usage,Transactions_Value,Fraud_Risk_Score,Loyalty_Points,Dropout_Probability,Market_Segment,Region_Code,Channel _ Preference,Risk_Class
65,56887.70119,10,29,32,11070.41911,740,10733.33511,3,3,23,263.11,1.4,1,45,7,1,4,10,0.5538,0.0296,9,2735,0.7855,3674,0.6584,2,7,2,1
33,48947.51433,18,31,9,38456.16734,692,9371.474887,8,5,26,114.32,3.81,0,15,10,0,4,10,0.0488,0.1653,6,4972,0.9892,8634,0.3923,2,1,3,0
20,25085.586,9,35,40,18569.79933,558,13755.94634,2,4,14,176.98,0.6,1,107,6,1,2,12,0.5897,0.627,4,1804,0.184,6521,0.7047,1,4,1,0
37,56444.27329,18,29,20,25413.18351,770,15824.23703,11,2,19,261.18,3.81,1,42,9,1,1,9,0.0902,0.5416,7,2524,0.3415,1653,0.7592,3,5,1,1
41,53115.31531,15,0,90,31555.89991,784,10461.16261,1,1,18,64.44,2.2,0,3,3,1,2,11,0.2821,0.6595,6,4371,0.2802,9205,0.0323,5,1,2,0
50,54073.68256,13,38,91,15162.70346,641,20882.482,8,2,22,145.72,4.28,2,31,6,0,1,8,0.8497,0.8936,6,1972,0.0441,9154,0.3809,4,4,3,0
41,30848.77136,8,16,85,26605.8109,604,17398.23924,6,5,17,288.22,3.69,3,52,3,0,2,11,0.0111,0.4549,8,699,0.2192,8764,0.7291,1,3,1,1
69,33784.15189,19,19,82,13828.24284,734,9976.548638,10,5,26,142.08,1.88,1,41,2,1,0,11,0.077,0.0439,9,1210,0.9016,6681,0.3784,1,4,1,1
28,65797.2928,8,23,77,31175.69264,633,11865.5693,2,5,16,75.85,4.52,0,57,3,0,5,7,0.3634,0.7635,2,2270,0.8429,5999,0.0058,1,3,3,1
66,49406.67269,14,21,80,13918.55415,658,5899.381822,8,8,19,105.32,1.42,0,42,2,0,0,10,0.9994,0.812,3,2953,0.1676,815,0.3363,5,4,3,0
25,60222.51046,15,28,73,20308.05586,711,7479.954627,7,6,15,265.53,4.83,2,53,2,0,5,9,0.2919,0.0499,7,2636,0.3662,6967,0.8727,4,7,2,1
53,50424.77564,12,21,63,22448.96561,642,17325.58997,6,3,21,286.46,3.84,0,119,10,0,1,6,0.1573,0.2428,6,2386,0.3108,1210,0.9519,4,1,2,0
55,50446.34209,19,8,76,26274.39816,638,10038.81266,6,3,24,285.03,4.95,1,56,7,0,1,8,0.5494,0.7706,7,3092,0.1477,3134,0.5605,2,6,3,1
57,64074.25709,18,36,44,35747.81047,586,25825.70672,9,5,22,209.68,0.27,0,87,10,0,2,8,0.5193,0.3762,4,2404,0.6222,5455,0.3064,2,6,1,0
37,42259.32908,12,9,38,16384.24808,618,15425.5392,11,3,21,152.88,1.37,2,76,3,1,4,8,0.4496,0.4727,4,2164,0.5573,554,0.4661,3,6,3,0
52,51441.81165,11,35,83,29109.87819,637,6883.059449,1,2,14,54.81,3.71,2,72,8,0,0,16,0.9467,0.8232,1,3276,0.427,2792,0.2362,1,3,3,1
65,43065.87067,13,36,60,35762.06759,588,8139.916284,0,6,23,36.97,4.61,0,53,2,1,1,11,0.2801,0.0946,6,3138,0.8555,5865,0.1681,3,2,1,0
42,43482.55659,13,27,71,21325.86689,593,21317.81817,10,6,29,17.93,0.14,0,85,7,1,1,5,0.2933,0.6773,2,4219,0.6197,6218,0.4935,1,6,1,0
52,45362.41815,10,27,99,15598.938,652,14540.91838,1,6,29,5.31,0.00E+00,0,85,3,1,2,8,0.1403,0.215,7,5423,0.2593,6908,0.7367,4,3,2,0
42,53332.00657,16,20,48,6159.730085,558,20951.96896,12,6,30,263.44,1.28,2,32,9,1,2,8,0.6973,0.0627,10,469,0.3737,4302,0.2225,3,7,3,1
46,42818.77068,19,23,18,35066.20614,606,12801.07212,7,7,19,242.73,4.26,3,81,7,1,4,9,0.3214,0.6625,3,3623,0.1502,7852,0.9095,4,3,2,0
35,68836.34188,18,39,16,18044.44536,747,11638.60744,8,2,16,170.35,3.84,1,54,9,0,0,10,0.8027,0.1214,1,3191,0.5914,1264,0.1682,2,4,3,1
63,36580.89047,14,1,55,11989.13201,633,21716.68423,2,7,24,299.62,1.7,2,37,2,0,1,10,0.9718,0.747,0,4534,0.5866,6819,0.5584,4,3,3,1
35,47196.92534,8,7,39,9133.359326,626,9848.535738,3,4,20,285.92,0.01,1,88,6,2,3,8,0.0437,0.2027,4,2391,0.8702,9085,0.7764,5,4,1,0
19,43404.03413,14,26,68,11974.28648,633,17934.3248,8,5,22,196.53,2.77,0,8,5,0,1,15,0.9931,0.0485,2,2548,0.8558,2304,0.2134,3,7,3,0
52,71704.66827,12,21,59,27357.64235,633,13729.29834,11,5,28,139.37,1.19,0,82,2,0,2,11,0.2541,0.0993,5,1450,0.8369,3958,0.2964,1,1,3,1
33,52948.32165,12,36,89,28462.94822,679,20272.34048,12,5,23,45.65,3.73,2,11,4,0,2,8,0.4201,0.8413,5,4230,0.549,5536,0.0515,4,3,1,1
58,65477.66809,9,26,96,25216.97497,675,25910.90393,2,4,26,154.68,2.23,3,54,4,0,1,10,0.7777,0.371,3,3163,0.652,9430,0.9439,3,2,1,0
53,27716.5944,11,28,62,21058.70262,630,12646.9339,2,4,26,47.32,3.39,0,60,8,2,3,6,0.6653,0.3023,7,4352,0.7755,1817,0.487,1,2,1,1
50,54005.75399,19,2,13,10035.83528,639,11717.14717,1,3,24,119.54,4.26,2,10,7,0,1,7,0.7784,0.4912,9,2483,0.0917,766,0.0643,3,1,3,1
21,63344.46193,13,12,81,14160.47243,716,18994.85033,10,3,10,282.79,2.68,2,90,5,1,1,8,0.4663,0.6329,2,2194,0.3006,572,0.8301,3,7,1,1
50,51234.25984,17,9,6,11147.04471,574,8507.978429,4,7,15,102.59,1.68,1,111,9,0,1,13,0.9161,0.0371,8,3873,0.1691,4463,0.5693,5,6,3,0
31,65982.20563,18,35,83,24582.56804,647,24698.79275,0,5,18,45.84,3.85,0,70,1,0,1,11,0.7899,0.8982,1,2594,0.5115,5320,0.0553,4,2,2,0
38,42240.67325,14,8,77,11493.50017,657,23676.1353,3,4,21,174.72,1.33,0,115,4,0,4,3,0.3092,0.9585,2,3758,0.8377,7748,0.4509,5,4,1,1
65,71140.2116,18,26,60,14286.03111,611,9005.282165,4,9,30,180.71,4.46,2,81,5,1,1,10,0.9485,0.4173,6,3613,0.2307,750,0.4344,2,3,2,0
37,84483.47185,12,33,90,18532.10206,644,5501.251084,12,5,15,58.14,0.36,0,87,8,1,3,14,0.9611,0.4126,3,3128,0.7309,2811,0.1461,3,5,2,0
25,44557.42159,16,0,14,6641.598775,604,8036.537083,6,5,23,58.98,4.18,0,42,3,0,3,18,0.4151,0.8786,0,2271,0.4058,4456,0.4204,4,7,1,1
24,43317.46218,10,31,95,20374.17145,682,8127.78216,2,6,21,296.86,0.46,4,37,5,0,1,6,0.652,0.4293,3,3429,0.9031,7354,0.2828,2,3,1,1
20,71800.76716,8,24,54,19142.77695,583,19810.56339,4,6,25,72.98,0.28,0,92,3,0,3,8,0.8148,0.8562,9,2089,0.6268,3554,0.6999,2,7,3,0
34,73693.58219,11,28,4,29473.67317,703,24295.02189,4,6,16,251.46,1.82,1,80,7,0,1,5,0.8173,0.0283,2,3117,0.9766,2418,0.0055,5,7,1,0
50,42157.09959,16,6,39,13441.07564,646,19740.75728,0,4,19,141.1,4.78,0,76,10,2,4,10,0.0141,0.4897,8,5019,0.2457,5140,0.1064,2,3,2,0
65,43697.19774,11,2,72,9606.435854,628,13582.8467,2,3,22,130.5,4.92,0,58,3,1,1,10,0.629,0.9524,7,4488,0.924,5036,0.9186,1,5,2,0
29,45773.23087,9,19,25,17007.5228,600,17054.9908,8,4,26,88.49,1.01,1,85,7,0,1,5,0.9737,0.2528,1,2390,0.3571,2988,0.4333,1,6,2,0
68,29833.24233,17,19,77,11215.26965,702,9781.331803,1,5,18,232.15,0.74,0,59,2,0,1,7,0.2313,0.2662,3,3327,0.622,854,0.1762,1,7,3,0
39,36220.2208,12,29,32,20313.23673,617,21583.24827,3,2,22,264.2,1.76,1,24,7,0,1,11,0.7956,0.6301,2,2356,0.1745,2850,0.7932,2,2,3,0
39,34937.8885,10,34,59,5120.521105,592,17592.17364,4,6,27,78.34,1.69,2,28,9,0,4,11,0.5342,0.9262,0,3338,0.7598,3379,0.8516,3,2,1,1
63,38483.03652,19,34,63,15157.23677,703,19639.18669,9,0,22,28.53,3.8,1,37,5,0,4,8,0.2215,0.1987,2,1900,0.9783,193,0.2112,4,3,1,0
47,49479.72669,16,38,38,12573.02664,605,10634.78579,7,9,19,41.08,2.22,0,21,6,0,2,10,0.051,0.9217,2,2213,0.7874,9769,0.7136,1,2,1,0
55,53513.22099,11,26,92,24542.05662,645,13988.41688,8,3,24,237.84,3.9,0,33,10,0,3,9,0.7599,0.663,2,5249,0.6158,9672,0.6151,1,7,2,0
55,73257.50739,13,25,53,13515.48232,691,19350.43884,7,10,18,130.75,3.74,1,2,3,0,0,9,0.3165,0.993,1,3159,0.4482,8938,0.7451,1,7,2,0
62,35024.68939,9,13,94,6111.233931,658,23661.0774,8,4,16,39.57,2.89,2,101,10,0,2,15,0.3756,0.7365,5,2461,0.3452,4961,0.7879,5,4,2,1
68,64764.83598,13,16,67,18385.43922,737,11351.40144,0,4,29,102.09,4.17,0,119,5,0,1,10,0.4852,0.6678,3,447,0.419,4740,0.6609,5,7,1,1
25,46790.16734,10,17,28,22559.08912,608,19682.71144,11,7,14,154.27,0.98,1,83,5,0,6,11,0.5072,0.8149,9,3201,0.3283,5632,0.9562,1,4,1,1
44,49258.04436,19,28,3,17830.35845,639,10727.56922,1,5,23,255.62,0.81,4,28,3,1,1,11,0.2062,0.1751,2,5623,0.8327,8341,0.8642,1,5,2,0
44,60122.29238,19,19,98,15109.41777,643,27703.16264,5,4,23,192.52,3.75,5,15,8,0,2,9,0.6706,0.946,6,2316,0.8931,7983,0.229,5,7,1,0
51,33159.16968,16,26,80,14627.5032,681,12511.05175,9,10,24,52.81,1.22,1,1,6,1,0,8,0.6925,0.1656,9,2539,0.9497,7149,0.9136,4,3,3,1
38,55736.14619,18,17,22,20903.58426,714,18861.03104,5,5,21,47.61,0.01,0,107,3,1,1,13,0.1423,0.0257,0,3057,0.4184,5753,0.3596,3,6,1,1
47,52496.78312,9,3,96,12884.41001,654,15993.65769,11,7,29,123.7,4.56,0,28,1,0,1,8,0.5329,0.6979,5,2240,0.5462,4897,0.7265,4,4,2,0
50,57386.76896,19,0,38,17372.13623,643,30631.81873,6,3,16,22.56,3.11,1,50,10,0,1,18,0.6093,0.1846,5,5650,0.5769,6969,0.848,3,1,1,0
45,54337.52966,19,0,72,26003.57257,576,16379.40965,10,4,26,226.67,2.22,2,35,1,0,3,11,0.1863,0.7588,9,4177,0.6511,5332,0.4364,2,2,3,0
64,86829.5021,16,25,72,9589.415369,656,11909.66386,10,3,16,120.44,3.63,2,96,10,1,2,15,0.8945,0.795,7,3835,0.0025,6534,0.0515,2,6,2,1
50,40433.90024,12,19,62,19650.66384,617,18837.03908,12,2,22,102.91,1.67,0,28,2,1,3,7,0.4828,0.2367,3,5537,0.8427,8120,0.9497,4,3,1,0
22,42035.04567,15,22,57,5688.084698,681,18703.4452,11,3,15,152.73,4.77,0,9,10,1,1,11,0.115,0.0867,7,5047,0.2681,9867,0.0725,5,4,1,1
65,40652.8921,9,9,6,21823.43736,630,14055.18082,11,6,31,212.69,0.34,1,24,5,0,0,6,0.3344,0.5008,6,3094,0.4722,5790,0.3481,1,5,1,1
36,41667.84321,13,10,78,12169.52631,638,8431.404815,9,7,17,170.8,3.2,0,63,7,0,0,14,0.477,0.8902,3,2665,0.8416,673,0.5964,2,4,1,1
21,40439.19309,10,4,32,28156.7345,577,11832.00683,4,5,23,240.72,3.89,0,4,1,0,1,12,0.0101,0.8473,8,2653,0.9969,3701,0.1175,5,1,3,0
52,67835.24797,19,0,99,8184.421523,559,20288.99369,1,3,23,188.81,2.35,1,56,1,1,0,9,0.0319,0.1171,7,2350,0.7949,1360,0.8382,5,4,1,0
66,71307.56372,19,16,10,23536.63229,743,4515.306323,8,3,18,236.39,3.77,3,109,4,1,0,7,0.0555,0.9648,0,2737,0.0248,3067,0.2034,3,3,1,1
34,41438.80559,17,21,3,29769.04863,656,13511.7246,12,7,17,209.03,4.63,1,41,10,1,1,9,0.5381,0.2639,9,2386,0.3688,1444,0.986,2,5,2,1
61,37514.6664,12,33,59,11754.48479,670,20969.18353,9,3,18,57.94,3.72,0,67,6,1,4,13,0.3361,0.3494,4,1649,0.2472,5487,0.9164,4,7,3,1
45,57071.23335,19,28,76,13104.92057,604,14439.02269,11,4,26,15.71,1.55,0,48,9,3,3,8,0.8931,0.1491,6,96,0.9641,5179,0.6046,5,5,2,0
47,41716.65434,15,3,49,12446.43484,694,28042.26084,10,7,21,271.02,2.81,1,86,1,0,4,13,0.5592,0.3778,4,4255,0.2642,3353,0.66,4,1,3,0
46,59493.97727,17,4,59,16113.09849,685,4532.098558,2,4,15,283.7,4.56,2,104,10,0,2,9,0.7599,0.6356,9,-193,0.9434,6380,0.5336,4,3,1,0
63,53043.84531,8,10,31,24139.37439,610,9231.792786,3,2,26,218.08,2.25,1,58,5,2,3,13,0.6871,0.5061,7,3426,0.9375,6781,0.3911,2,1,3,1
23,27263.83828,12,20,93,15459.96053,597,1112.197186,4,3,16,217.26,3.41,1,39,9,0,1,8,0.5203,0.8275,6,4163,0.8394,6060,0.3517,4,1,2,0
52,73212.57802,10,34,69,11032.3342,613,26962.1434,2,2,27,81.04,2.33,2,119,8,1,1,13,0.7447,0.6413,10,3528,0.0981,7212,0.8917,4,1,1,0
58,76938.1651,11,11,62,3849.970347,649,9330.077095,7,8,18,162.73,0.61,2,113,7,0,2,11,0.5447,0.2635,3,2822,0.002,5919,0.5766,1,4,2,0
54,40808.16964,9,25,52,32815.58005,658,3078.47213,12,6,24,297.67,0.29,2,25,10,3,2,9,0.3855,0.5574,1,3260,0.7939,5860,0.8233,4,2,2,0
41,44184.4766,16,18,89,33443.96504,652,11328.48411,9,12,16,256.84,4.76,2,60,2,0,2,9,0.4358,0.0642,5,2478,0.8433,1770,0.5141,1,4,3,1
46,54287.98086,10,6,41,24481.89632,715,6643.145351,5,4,21,91.32,3.06,1,112,9,0,4,10,0.8385,0.5808,4,2889,0.9622,5910,0.307,2,3,1,0
66,55016.85185,9,6,31,13516.93044,614,11371.29066,0,3,17,90.31,0.52,0,117,8,0,4,13,0.5633,0.3897,5,2622,0.2184,9894,0.0918,4,6,2,0
63,59878.16409,17,25,85,25981.61692,596,15247.37551,4,1,20,145.07,4.29,2,86,10,0,4,8,0.3773,0.0984,6,2175,0.7331,194,0.3237,5,1,2,1
48,80153.06808,18,39,84,27589.65534,650,19829.52662,6,6,20,121.38,2.61,1,114,10,2,0,16,0.1797,0.3075,6,4427,0.5191,8766,0.8801,4,1,3,1
52,47345.79159,16,4,22,17966.01495,565,13951.98636,4,2,16,111.35,3.86,2,112,9,0,2,15,0.4954,0.8981,4,4046,0.3285,5854,0.712,1,2,2,0
50,38025.54133,14,20,4,20330.94835,685,15151.7442,1,4,14,188.09,0.63,2,47,9,0,2,12,0.2524,0.586,9,2820,0.6063,5914,0.7858,5,5,1,0
69,29310.21158,13,13,13,29854.14584,655,11510.42866,5,4,18,3.45,4.53,1,98,9,0,3,8,0.9556,0.9033,7,3057,0.5482,4686,0.7734,2,1,1,1
38,39036.0494,8,3,45,6876.309144,633,5929.810637,3,5,18,229,2.95,1,61,3,0,2,10,0.491,0.4108,9,2104,0.2923,4643,0.12,3,4,3,1
49,49503.09541,12,22,42,27987.38258,630,3920.758542,11,4,24,222.02,3.69,4,84,7,0,3,13,0.0089,0.9789,9,3433,0.2685,8580,0.1589,3,7,2,0
40,76918.36795,19,19,49,17526.76951,695,12813.08532,1,5,20,249.1,0.16,0,100,1,0,4,4,0.0929,0.36,2,2875,0.4866,7874,0.3172,1,1,3,0
50,42235.83051,18,14,20,11099.37358,694,15507.83867,1,7,26,252.44,1.58,2,101,9,1,2,12,0.2843,0.7568,7,2604,0.474,1752,0.301,2,3,3,0
20,53356.81927,18,28,77,11757.54821,638,12368.31287,0,6,15,169.92,1.34,6,103,9,0,1,10,0.0922,0.3054,3,3308,0.3021,660,0.0661,2,7,2,1
35,49753.65656,10,7,81,13082.22292,680,4144.038043,4,4,18,234.02,4.75,1,27,3,1,1,15,0.894,0.106,8,3102,0.2637,5615,0.1535,4,2,1,1
42,67825.8991,8,18,54,10319.43424,693,16208.40056,8,5,22,147.72,0.93,1,111,5,1,1,12,0.8544,0.8331,7,1984,0.9543,2832,0.8562,3,6,3,0
59,87903.98639,11,38,36,34171.1118,667,24775.8293,9,3,24,285.46,3.54,0,113,8,1,2,14,0.9709,0.7626,2,4079,0.8624,8488,0.589,4,5,1,0
48,42036.96841,9,27,97,23929.62351,640,14312.12092,5,1,17,57.21,0.21,2,96,6,0,4,11,0.7065,0.8206,9,4182,0.8168,5613,0.3423,2,6,1,1
20,42658.40836,9,26,1,28515.86203,669,11522.81653,8,4,18,274.69,0.99,2,42,10,0,3,9,0.6455,0.2997,7,2183,0.2143,6970,0.5265,1,3,2,1
57,65662.41316,10,3,15,24498.94633,598,14637.03576,4,5,19,77.56,1.69,0,52,10,1,3,8,0.9235,0.7037,9,6831,0.1893,6870,0.2613,1,4,2,1
63,60228.37234,15,14,77,20489.82087,654,8373.720933,8,6,15,30.82,3.97,1,93,9,0,3,14,0.9464,0.2199,2,1866,0.8093,330,0.5838,5,6,1,1
41,77700.60989,15,34,17,20598.04259,638,7986.605224,0,4,21,131.73,3.95,4,105,3,1,5,8,0.8775,0.0113,9,3739,0.1847,6777,0.0746,1,3,1,0
67,58758.92278,19,36,24,16819.89889,631,17708.48453,5,5,20,184.48,4.76,1,48,7,2,1,7,0.8615,0.8665,7,3675,0.5035,9476,0.9027,3,6,1,0
49,44610.61864,14,0,58,17473.74099,564,20941.92917,9,7,23,69.3,4.58,1,32,6,0,1,3,0.6717,0.5235,6,3864,0.2214,9270,0.2404,5,1,3,1
64,58859.82246,13,2,72,8735.173009,599,14117.40989,10,5,14,166.74,0.41,1,24,5,0,3,10,0.0016,0.9837,8,5051,0.3781,5401,0.8191,3,2,1,1
39,66630.55371,16,23,91,28654.60921,626,3157.409714,9,5,18,242.37,4.15,0,3,4,0,4,12,0.4295,0.385,6,2671,0.8535,6915,0.66,4,1,3,1
40,62307.23272,11,26,23,5494.133712,695,17120.09356,2,9,22,77.13,2.26,2,118,5,0,2,10,0.6357,0.9569,7,3051,0.8914,9066,0.523,4,2,2,1
19,57609.11047,19,39,46,11531.11528,664,27404.29302,3,3,14,174.1,4.33,1,27,4,1,1,8,0.5471,0.6151,3,3510,0.9967,3866,0.9298,1,4,2,0
44,66000.12034,8,35,72,36096.27305,697,13536.61102,12,5,22,101.79,0.45,1,73,3,0,6,6,0.8211,0.5122,8,979,0.9439,6113,0.1568,5,3,1,1
59,67539.43386,15,33,8,21089.38306,712,13932.92535,1,3,19,158.93,4.11,0,40,7,0,1,12,0.8189,0.3028,7,3163,0.6713,7426,0.1193,3,6,2,0
19,70732.38487,14,28,59,21421.68356,666,9764.198819,2,5,18,200.08,0.8,0,23,6,1,3,16,0.5987,0.8253,8,3481,0.4317,1585,0.3219,3,2,1,0
43,59730.64831,14,23,90,25098.70838,657,17888.12399,2,4,18,105.13,1.67,2,7,4,0,2,8,0.022,0.8288,4,2150,0.0577,2940,0.8302,2,3,3,0
34,47493.2288,10,23,59,7677.300055,601,10974.09921,4,3,19,298.34,0.14,2,81,9,1,1,11,0.3693,0.4169,3,5620,0.6082,6289,0.0352,1,7,1,0
57,52200.7053,11,3,13,8849.653068,749,21129.01139,3,7,22,169.13,0.62,1,37,1,1,2,11,0.2288,0.7273,0,3314,0.2107,6405,0.2394,4,6,2,0
50,68097.6345,17,2,39,16440.84523,579,11054.51672,6,5,19,247.34,2.23,1,7,1,0,2,9,0.3388,0.4472,8,2116,0.8501,1502,0.4247,2,7,1,1
26,37745.96494,16,33,28,12773.11234,656,17050.74881,6,3,17,217.54,4.09,2,94,9,0,2,12,0.6173,0.7397,3,2314,0.5489,745,0.7129,4,7,2,0
60,55530.09963,13,22,89,19400.35228,692,14721.93452,11,3,17,255.84,3.87,0,77,7,1,0,13,0.0665,0.9942,3,2051,0.7335,2612,0.2993,4,2,3,1
65,44099.91782,12,22,61,23884.39436,692,24330.66972,0,6,14,52.14,1.18,1,82,2,1,2,10,0.0222,0.2625,7,2092,0.6735,1508,0.4481,3,1,2,1
56,50431.17234,10,4,16,31113.30438,592,17456.87632,4,7,18,66.77,0.76,1,95,10,0,1,8,0.4369,0.6341,3,3405,0.3473,1770,0.3369,4,2,2,0
46,69176.77794,16,30,2,26488.70672,629,23322.04391,7,7,23,146.22,1.95,1,22,5,3,2,9,0.7936,0.3799,9,3514,0.7591,1961,0.0921,5,2,2,1
59,52866.48602,12,5,82,12045.78631,610,15651.741,7,4,23,255.7,4.42,3,78,4,0,2,7,0.0307,0.5484,5,3541,0.8434,9787,0.7387,4,5,2,1
43,50696.54822,12,36,17,17000.28738,551,13975.5582,6,4,13,59.28,0.46,2,82,1,0,0,8,0.849,0.8741,10,3812,0.7441,7751,0.4614,5,6,2,1
52,29602.15789,11,9,30,14824.43863,657,14770.85538,10,1,16,291.32,2.71,1,99,9,1,1,4,0.3839,0.3476,1,3507,0.7768,3658,0.8125,4,6,2,0
67,61193.80349,11,39,13,11867.51297,614,10371.54479,1,4,28,38.28,0.44,2,17,6,1,1,9,0.1182,0.0724,3,5612,0.36,6977,0.6947,2,7,1,0
42,59682.26272,19,6,96,10046.5991,725,18190.0127,10,3,15,52.52,2.35,0,19,6,0,1,7,0.5675,0.7989,4,4087,0.9437,6609,0.0578,3,4,3,0
41,82448.82085,8,38,93,33314.4991,681,10857.84996,6,2,17,50.17,0.63,0,95,4,0,1,6,0.9524,0.555,7,1759,0.4246,465,0.5001,2,6,1,1
30,45383.32648,14,37,94,20085.13795,652,15674.77825,2,6,29,175.8,0.4,1,39,2,0,1,8,0.5425,0.4494,2,3041,0.8971,2069,0.9909,3,1,3,1
24,53287.25491,16,20,82,18206.15835,626,20131.2118,11,2,16,275.26,0.95,1,117,8,0,3,6,0.6866,0.1833,4,1646,0.8578,2443,0.3079,2,1,1,1
53,53740.75526,10,19,13,23874.06053,656,24501.29346,8,6,23,76.53,1.28,0,36,8,1,2,8,0.8164,0.0929,9,3026,0.1243,9424,0.493,1,3,3,1
62,73661.7992,19,2,43,24269.96883,637,15977.1605,2,6,15,165.91,1.38,1,15,3,0,2,9,0.7993,0.2787,1,1312,0.9663,8336,0.652,4,2,3,0
37,48570.56701,9,21,85,28950.60523,653,20167.24234,0,6,19,52.73,3.23,0,63,7,0,2,9,0.0731,0.7189,7,2720,0.9963,6563,0.2023,4,2,1,0
18,54185.32289,10,3,94,14050.70709,745,19451.3265,2,6,17,189.34,0.27,0,29,7,0,1,4,0.741,0.4118,7,2871,0.6061,7516,0.7025,1,6,1,0
25,59118.44765,8,27,21,23221.77773,597,12705.73746,7,6,21,36.97,0.4,1,60,5,0,1,9,0.9494,0.5702,1,1387,0.7831,9999,0.6598,1,2,3,1
63,52799.13685,13,11,55,12710.60819,642,27646.82073,2,5,21,147.39,0.94,1,56,5,2,0,13,0.7007,0.082,7,3019,0.9337,3048,0.375,5,1,2,1
33,43303.49578,18,37,81,18478.73645,685,11542.54678,3,7,28,196.55,4.36,1,40,8,0,4,4,0.8364,0.1232,6,2552,0.02,4042,0.2844,2,5,3,1
31,52911.34989,18,35,40,20453.94054,630,15545.96776,0,7,17,173.74,3.14,1,16,4,0,4,6,0.4855,0.0113,3,1687,0.93,4139,0.9191,4,3,2,1
29,66104.47625,14,4,83,21235.87197,729,23724.71852,9,9,21,42,3.65,1,33,1,1,1,11,0.3191,0.6733,3,4107,0.6274,4202,0.127,5,2,3,0
68,34602.27051,18,12,15,20882.56885,684,23576.74946,10,5,18,48.41,1.85,2,89,1,0,1,8,0.6762,0.2645,8,2583,0.8285,6124,0.432,4,5,2,1
40,51994.54511,18,22,73,26414.64786,614,15085.92239,10,4,21,201.42,1.07,0,16,9,2,2,10,0.4922,0.9669,2,4351,0.5407,7773,0.767,1,6,1,0
32,39498.18778,9,29,52,15224.09287,660,20942.50049,2,7,16,242.67,0.19,4,30,4,0,1,16,0.8953,0.3085,5,3246,0.5305,1287,0.1481,5,4,1,0
45,67925.69943,15,36,74,21453.39418,615,13656.16598,11,5,20,272.42,2.44,0,98,1,0,1,7,0.9744,0.3636,7,2531,0.8975,8301,0.9329,5,1,2,1
51,27152.19643,13,24,95,13928.76128,610,12067.92666,8,5,12,244.08,2.87,0,66,2,0,2,9,0.8198,0.4695,1,1839,0.5075,7503,0.5263,5,4,2,0
19,41616.17229,11,26,53,43366.02053,643,7723.265561,11,4,13,292.18,4.49,1,104,10,0,2,12,0.9927,0.3191,9,1592,0.4718,4819,0.5048,2,1,2,0
49,55658.17813,12,13,87,12697.08546,713,19343.28819,5,9,21,122.48,4.41,0,44,7,0,1,6,0.3484,0.8174,3,3225,0.6082,2790,0.4243,5,3,2,1
40,73482.86044,15,35,52,14394.77877,687,19975.32559,5,5,31,99.35,2.12,0,107,2,0,2,9,0.8958,0.8762,3,3437,0.5186,861,0.8675,4,6,1,0
39,49013.74608,10,38,30,27061.18462,649,11592.66423,9,6,23,8.46,2.12,1,38,1,1,3,10,0.3299,0.011,7,1992,0.4463,8652,0.9484,2,4,3,1
68,41672.0071,10,15,33,16564.27885,689,16608.6002,1,0,16,134.97,0.81,0,51,10,1,3,5,0.118,0.6547,1,1550,0.1805,1104,0.3801,4,3,1,1
42,78217.35604,18,21,57,27064.36902,663,30905.93057,6,6,18,195.41,1.29,1,60,9,0,7,9,0.6214,0.6861,6,3839,0.3974,5374,0.5424,5,7,3,0
39,28279.79149,11,20,52,21224.18075,592,21880.0938,10,8,21,244.62,4.63,0,18,5,0,1,5,0.455,0.9614,9,3892,0.282,743,0.3154,5,7,1,1
39,17017.91065,8,20,9,16774.48587,643,9591.096345,10,4,17,80.24,0.71,3,5,4,0,4,10,0.9217,0.3704,2,2008,0.4005,2410,0.368,4,3,2,0
66,56600.21675,16,7,54,13977.95721,646,21009.37368,11,6,19,154.08,4.84,2,111,4,2,2,12,0.4922,0.1953,4,2778,0.5932,4993,0.0283,3,3,1,0
69,42469.18663,15,15,1,13689.30751,688,9618.829312,8,3,25,198.6,2.52,2,40,1,0,2,5,0.9276,0.5206,2,3620,0.6089,8634,0.7859,5,4,1,0
59,34681.50774,15,30,44,16861.43198,622,-2371.309871,2,3,13,165.48,2.28,3,6,3,0,0,9,0.0786,0.4476,8,1677,0.2387,1833,0.9693,5,4,2,0
23,60625.34671,17,9,99,18604.82945,604,14877.52714,0,7,21,82.21,0.87,0,76,1,0,2,17,0.8305,0.7917,2,1948,0.0845,885,0.7695,2,4,2,0
32,53657.01071,13,31,75,13344.95005,648,24379.20876,6,4,22,238.88,3.31,1,115,5,0,3,10,0.7591,0.904,3,3982,0.7444,3604,0.5182,4,7,1,0
60,41538.82054,14,33,98,19126.14056,618,23384.68776,6,2,22,52.01,2.3,0,12,5,0,1,16,0.72,0.0867,6,1931,0.5286,5357,0.8275,5,7,1,1
54,30795.43402,13,8,80,11247.07766,634,17263.41101,3,1,16,271.49,1.85,2,12,9,0,0,4,0.3551,0.8466,4,3083,0.4421,7089,0.8579,4,2,3,0
